person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
58.0,female,Doctorate,65205.35,33,OWN,21255.75,EDUCATION,12.77,0.33,17.0,659,Yes,0
32.0,female,Master,174376.46,10,MORTGAGE,35000.0,EDUCATION,13.91,0.2,4.0,645,No,1
45.0,female,Associate,135232.57,13,RENT,35000.0,EDUCATION,13.36,0.26,14.0,661,No,1
44.0,male,Bachelor,67937.86,26,RENT,10945.18,DEBTCONSOLIDATION,14.16,0.16,12.0,607,Yes,1
48.0,male,Associate,55846.79,15,RENT,27344.0,DEBTCONSOLIDATION,16.15,0.49,17.0,627,No,0
46.0,male,Bachelor,58243.09,15,OTHER,22502.08,EDUCATION,12.63,0.39,10.0,542,Yes,0
41.0,female,Associate,59772.54,0,MORTGAGE,12902.76,DEBTCONSOLIDATION,14.47,0.22,7.0,525,Yes,0
41.0,male,Associate,68185.61,15,RENT,14483.01,EDUCATION,14.62,0.21,10.0,647,No,1
54.0,male,Associate,21558.32,34,RENT,2816.71,DEBTCONSOLIDATION,13.96,0.13,26.0,691,Yes,0
46.0,female,Associate,30773.62,16,OTHER,14787.13,DEBTCONSOLIDATION,16.52,0.48,10.0,520,Yes,0
30.0,male,Associate,47915.43,5,MORTGAGE,8398.7,MEDICAL,18.78,0.18,5.0,522,Yes,0
42.0,male,Bachelor,87527.82,16,RENT,13794.07,PERSONAL,11.51,0.16,15.0,683,No,1
43.0,female,High School,40608.86,14,MORTGAGE,17945.55,EDUCATION,14.55,0.44,16.0,572,Yes,0
42.0,male,Bachelor,21538.23,5,RENT,3752.02,MEDICAL,18.59,0.17,11.0,495,No,0
52.0,female,High School,44053.69,6,OTHER,11941.16,HOMEIMPROVEMENT,16.15,0.27,22.0,599,No,0
40.0,male,High School,101948.75,20,MORTGAGE,20070.55,DEBTCONSOLIDATION,14.77,0.2,14.0,608,Yes,0
47.0,female,High School,12643.68,18,RENT,3570.31,MEDICAL,17.66,0.28,11.0,610,Yes,0
62.0,female,High School,69809.69,39,RENT,9122.65,MEDICAL,13.15,0.13,25.0,708,No,1
56.0,female,Master,179489.43,13,MORTGAGE,35000.0,PERSONAL,9.32,0.19,14.0,636,Yes,1
39.0,male,Bachelor,101943.27,21,MORTGAGE,29510.16,MEDICAL,14.78,0.29,11.0,612,Yes,0
46.0,female,Bachelor,57096.45,16,RENT,15786.23,PERSONAL,15.81,0.28,13.0,608,No,1
28.0,male,Bachelor,83980.76,9,MORTGAGE,24695.8,PERSONAL,17.09,0.29,5.0,594,Yes,0
50.0,female,Bachelor,63292.77,24,RENT,18266.16,HOMEIMPROVEMENT,16.32,0.29,23.0,638,No,1
35.0,male,Master,98289.17,16,OTHER,17579.05,MEDICAL,15.41,0.18,11.0,618,Yes,0
45.0,male,Bachelor,62842.91,17,OWN,25843.39,HOMEIMPROVEMENT,13.58,0.41,15.0,660,No,1
43.0,male,High School,43280.23,20,RENT,7589.35,PERSONAL,16.62,0.18,7.0,566,Yes,0
56.0,male,Master,40476.1,1,RENT,7621.35,PERSONAL,16.15,0.19,12.0,575,Yes,0
47.0,male,Associate,36903.79,16,RENT,13098.48,EDUCATION,9.51,0.35,17.0,627,No,0
43.0,male,Master,178332.1,20,RENT,35000.0,VENTURE,14.39,0.2,18.0,658,Yes,0
51.0,female,Master,61896.55,27,MORTGAGE,21261.08,DEBTCONSOLIDATION,13.44,0.34,9.0,564,Yes,0
58.0,female,Associate,18965.23,22,OWN,4240.47,MEDICAL,16.77,0.22,30.0,673,No,1
29.0,female,Master,404300.46,11,MORTGAGE,35000.0,PERSONAL,13.29,0.09,5.0,643,Yes,0
40.0,male,High School,26376.2,5,OWN,6292.03,PERSONAL,17.1,0.24,10.0,557,Yes,0
63.0,male,Bachelor,58516.51,36,OWN,16745.35,PERSONAL,14.73,0.29,27.0,657,No,0
70.0,female,Bachelor,49300.8,17,MORTGAGE,10038.18,MEDICAL,15.16,0.2,30.0,651,Yes,0
38.0,male,Master,63940.39,5,RENT,21194.23,VENTURE,16.68,0.33,7.0,573,Yes,0
54.0,female,Associate,35833.43,30,MORTGAGE,16284.26,EDUCATION,14.85,0.45,26.0,617,No,0
38.0,female,High School,81644.45,16,RENT,19447.3,VENTURE,19.01,0.24,6.0,616,Yes,0
36.0,male,High School,35578.47,17,OWN,3428.35,MEDICAL,16.15,0.1,12.0,640,No,1
44.0,female,Associate,25655.67,11,RENT,3376.9,MEDICAL,15.01,0.13,16.0,538,Yes,0
55.0,female,Associate,12479.36,30,RENT,5681.53,DEBTCONSOLIDATION,13.58,0.46,18.0,634,No,1
43.0,female,Associate,83804.16,19,RENT,16635.3,HOMEIMPROVEMENT,18.62,0.2,13.0,641,No,0
55.0,female,Bachelor,53689.8,33,RENT,7524.22,MEDICAL,7.86,0.14,27.0,704,No,1
56.0,male,Bachelor,67722.66,12,MORTGAGE,16566.16,EDUCATION,14.73,0.24,24.0,587,Yes,0
41.0,female,High School,22662.54,11,RENT,8056.35,HOMEIMPROVEMENT,13.54,0.36,17.0,582,Yes,0
41.0,male,High School,40631.89,16,MORTGAGE,6799.06,EDUCATION,15.0,0.17,7.0,545,Yes,0
43.0,male,Master,67740.4,10,RENT,24732.87,EDUCATION,12.51,0.37,11.0,579,Yes,0
45.0,female,Bachelor,106060.45,27,MORTGAGE,11774.11,MEDICAL,16.79,0.11,10.0,576,Yes,0
44.0,male,Associate,54776.88,22,MORTGAGE,5696.45,MEDICAL,15.21,0.1,11.0,655,No,1
46.0,female,Associate,20602.79,0,OWN,5409.42,EDUCATION,14.95,0.26,21.0,613,No,0
41.0,female,High School,116270.28,9,OWN,35000.0,EDUCATION,15.61,0.3,12.0,577,No,1
36.0,male,High School,44139.7,10,RENT,6830.61,HOMEIMPROVEMENT,15.0,0.15,12.0,562,No,0
66.0,male,Master,52611.32,34,MORTGAGE,10180.44,DEBTCONSOLIDATION,15.22,0.19,12.0,661,Yes,0
40.0,male,High School,40232.95,12,RENT,9003.78,PERSONAL,17.72,0.22,11.0,574,No,1
33.0,male,High School,42531.58,9,RENT,11757.05,PERSONAL,17.3,0.28,11.0,620,No,0
52.0,male,Bachelor,79961.07,20,RENT,10434.6,HOMEIMPROVEMENT,11.61,0.13,14.0,640,No,1
37.0,female,Master,73555.87,3,OWN,17145.57,VENTURE,16.03,0.23,9.0,527,Yes,0
51.0,male,Associate,49656.29,12,MORTGAGE,14024.38,MEDICAL,16.1,0.28,13.0,556,Yes,0
39.0,male,Bachelor,80915.84,6,OWN,31047.0,VENTURE,17.63,0.38,13.0,557,Yes,0
70.0,male,Master,112381.94,19,MORTGAGE,10332.46,PERSONAL,13.29,0.09,13.0,642,Yes,0
60.0,male,Master,98217.16,9,OWN,29150.92,PERSONAL,13.08,0.3,22.0,713,No,1
43.0,female,Associate,21278.09,24,MORTGAGE,3023.69,HOMEIMPROVEMENT,12.53,0.14,8.0,576,No,0
50.0,female,Associate,16268.96,4,RENT,6716.87,VENTURE,16.99,0.41,15.0,571,No,0
48.0,male,Bachelor,36632.1,10,RENT,11220.85,EDUCATION,13.56,0.31,15.0,609,No,1
39.0,male,Master,59723.86,9,MORTGAGE,22451.08,DEBTCONSOLIDATION,13.53,0.38,10.0,576,Yes,0
51.0,female,Bachelor,43495.93,21,RENT,14971.7,EDUCATION,15.81,0.34,9.0,569,Yes,0
46.0,female,Master,38171.28,5,RENT,10982.0,EDUCATION,16.31,0.29,15.0,592,No,0
47.0,female,Bachelor,71670.34,21,OTHER,16964.22,MEDICAL,12.02,0.24,11.0,628,No,0
51.0,male,High School,20156.56,2,RENT,8203.69,EDUCATION,18.76,0.41,16.0,561,Yes,0
44.0,female,Associate,11055.74,1,RENT,4318.12,DEBTCONSOLIDATION,16.37,0.39,8.0,505,Yes,0
38.0,male,Master,31633.6,4,RENT,6891.66,VENTURE,19.91,0.22,7.0,581,Yes,0
50.0,male,High School,24987.09,7,RENT,12820.39,VENTURE,15.37,0.51,18.0,517,Yes,0
52.0,female,Bachelor,55896.83,21,MORTGAGE,16363.06,PERSONAL,13.2,0.29,25.0,607,No,0
53.0,male,Associate,82088.14,29,OWN,10809.84,PERSONAL,11.06,0.13,26.0,678,No,1
53.0,female,Associate,65086.61,29,MORTGAGE,5618.03,MEDICAL,13.84,0.09,11.0,638,Yes,0
48.0,female,Bachelor,18459.64,5,OWN,2725.5,VENTURE,17.48,0.15,16.0,588,Yes,1
33.0,female,Associate,84086.36,7,MORTGAGE,16041.82,EDUCATION,14.69,0.19,11.0,572,No,0
70.0,female,Master,61208.79,9,MORTGAGE,21262.23,EDUCATION,13.0,0.35,23.0,662,No,1
52.0,male,Associate,51526.64,21,MORTGAGE,4985.71,MEDICAL,13.71,0.1,22.0,611,Yes,0
42.0,female,Bachelor,54335.51,6,RENT,12181.07,MEDICAL,16.38,0.22,8.0,588,Yes,0
54.0,female,High School,28142.87,24,MORTGAGE,9693.58,EDUCATION,14.41,0.34,27.0,637,No,1
36.0,male,Associate,59939.56,14,RENT,6771.93,PERSONAL,21.69,0.11,10.0,543,Yes,0
51.0,female,High School,15863.55,22,RENT,3231.31,EDUCATION,14.7,0.2,18.0,632,Yes,0
43.0,female,High School,58827.85,0,RENT,25711.0,VENTURE,14.75,0.44,14.0,641,No,0
37.0,female,Bachelor,68028.89,19,MORTGAGE,11244.9,MEDICAL,16.65,0.17,13.0,592,Yes,0
37.0,male,Associate,50332.2,9,OWN,8492.31,PERSONAL,11.77,0.17,8.0,601,No,0
49.0,female,High School,52564.07,19,MORTGAGE,20861.83,VENTURE,15.59,0.4,11.0,521,Yes,0
50.0,male,Master,65150.16,22,RENT,8229.64,MEDICAL,16.39,0.13,17.0,577,No,0
38.0,male,Bachelor,104400.84,11,OWN,23781.37,HOMEIMPROVEMENT,18.03,0.23,15.0,587,No,0
43.0,male,Master,57990.13,24,RENT,12770.86,VENTURE,13.63,0.22,19.0,626,No,1
48.0,female,Bachelor,40580.11,26,RENT,18346.51,VENTURE,14.62,0.45,9.0,601,No,0
41.0,female,Bachelor,63151.01,15,RENT,7270.54,HOMEIMPROVEMENT,16.22,0.12,6.0,527,No,0
67.0,male,Associate,26299.7,31,RENT,7134.7,HOMEIMPROVEMENT,14.45,0.27,30.0,638,No,0
49.0,male,Master,52526.29,11,RENT,17501.34,PERSONAL,16.84,0.33,18.0,639,Yes,1
44.0,male,Associate,50040.73,12,RENT,18106.7,EDUCATION,15.13,0.36,15.0,568,No,0
56.0,male,Bachelor,66655.12,0,RENT,13468.98,MEDICAL,15.35,0.2,23.0,674,No,1
50.0,male,Associate,50767.04,24,RENT,7383.0,PERSONAL,12.33,0.15,9.0,560,Yes,1
48.0,male,Associate,24637.65,4,RENT,5796.61,PERSONAL,16.35,0.24,14.0,614,No,0
49.0,male,Master,55361.17,7,MORTGAGE,8010.44,PERSONAL,14.84,0.14,15.0,623,No,1
53.0,male,High School,29312.58,20,RENT,8503.96,MEDICAL,14.07,0.29,20.0,621,Yes,0
40.0,female,High School,36406.76,15,RENT,18492.44,VENTURE,16.84,0.51,12.0,590,Yes,0
32.0,female,Bachelor,33847.97,0,MORTGAGE,12880.06,EDUCATION,16.22,0.38,9.0,556,Yes,0
57.0,female,Master,51765.16,30,MORTGAGE,4985.88,PERSONAL,9.21,0.1,20.0,679,No,1
46.0,male,Master,35960.75,4,RENT,12553.94,PERSONAL,17.2,0.35,16.0,510,No,0
41.0,male,Bachelor,23379.42,15,RENT,5690.94,PERSONAL,16.7,0.24,6.0,539,Yes,0
38.0,male,Associate,79886.85,16,MORTGAGE,26475.74,PERSONAL,14.38,0.33,11.0,605,No,0
37.0,male,Bachelor,69581.2,3,RENT,23840.02,HOMEIMPROVEMENT,13.82,0.34,10.0,618,Yes,0
47.0,male,High School,19510.62,11,RENT,4285.73,VENTURE,15.52,0.22,13.0,554,No,0
45.0,female,High School,52179.33,14,MORTGAGE,10448.78,EDUCATION,16.28,0.2,16.0,532,Yes,0
56.0,male,Master,81910.87,21,OWN,14386.75,EDUCATION,16.13,0.18,10.0,513,Yes,0
51.0,male,Master,44229.15,27,MORTGAGE,15325.72,DEBTCONSOLIDATION,13.36,0.35,21.0,639,No,1
52.0,male,High School,25812.93,33,RENT,6006.14,VENTURE,15.83,0.23,24.0,602,Yes,0
55.0,male,Associate,42579.67,15,RENT,4276.74,PERSONAL,12.09,0.1,11.0,573,No,1
47.0,female,Master,110097.71,17,RENT,35000.0,DEBTCONSOLIDATION,15.21,0.32,12.0,573,No,0
62.0,male,Associate,70493.13,41,OWN,23093.97,HOMEIMPROVEMENT,12.41,0.33,30.0,689,No,1
40.0,male,Associate,34049.18,13,RENT,10629.21,EDUCATION,14.43,0.31,6.0,622,Yes,0
55.0,female,High School,38553.3,1,OWN,6628.31,HOMEIMPROVEMENT,12.47,0.17,13.0,616,No,1
32.0,male,Associate,35697.22,4,OWN,10251.06,MEDICAL,16.79,0.29,9.0,557,No,1
32.0,male,Associate,29065.92,9,RENT,11065.27,DEBTCONSOLIDATION,16.71,0.38,6.0,537,Yes,0
36.0,female,Bachelor,98783.92,18,MORTGAGE,35000.0,HOMEIMPROVEMENT,14.92,0.35,8.0,565,No,0
44.0,male,Associate,43263.79,6,RENT,9870.66,EDUCATION,13.7,0.23,12.0,595,No,0
31.0,female,Associate,49150.96,3,MORTGAGE,17349.93,HOMEIMPROVEMENT,16.91,0.35,10.0,554,Yes,0
44.0,female,Associate,27248.22,17,RENT,3388.07,EDUCATION,12.05,0.12,7.0,606,Yes,0
42.0,male,Associate,28858.97,2,RENT,11367.08,DEBTCONSOLIDATION,16.68,0.39,10.0,560,Yes,0
69.0,male,High School,65772.35,49,RENT,9288.5,EDUCATION,13.34,0.14,22.0,680,No,1
35.0,male,Associate,40432.27,16,RENT,21904.2,VENTURE,13.8,0.54,13.0,531,No,0
46.0,female,Associate,41617.82,16,RENT,10617.03,EDUCATION,16.17,0.26,11.0,561,Yes,0
50.0,male,High School,21213.96,11,RENT,11135.89,VENTURE,10.69,0.52,23.0,682,No,1
32.0,female,Master,71150.51,6,RENT,15544.51,PERSONAL,20.7,0.22,6.0,509,Yes,0
61.0,male,Associate,30155.83,24,MORTGAGE,8962.16,PERSONAL,12.27,0.3,21.0,618,No,0
52.0,female,Bachelor,80355.25,30,MORTGAGE,17311.03,PERSONAL,16.43,0.22,20.0,644,Yes,0
57.0,female,Master,51364.21,28,MORTGAGE,17564.85,DEBTCONSOLIDATION,13.37,0.34,19.0,641,Yes,0
48.0,male,High School,33940.35,14,RENT,8883.59,PERSONAL,15.84,0.26,11.0,589,Yes,0
39.0,male,High School,82832.13,14,MORTGAGE,34332.27,HOMEIMPROVEMENT,15.8,0.41,14.0,591,No,0
34.0,female,High School,41996.87,9,RENT,8994.09,DEBTCONSOLIDATION,12.64,0.21,6.0,583,No,0
28.0,female,Master,49820.2,1,MORTGAGE,17436.35,EDUCATION,15.98,0.35,7.0,529,Yes,0
53.0,male,Bachelor,84865.88,11,MORTGAGE,29170.93,HOMEIMPROVEMENT,12.05,0.34,26.0,678,No,1
41.0,female,Associate,26968.26,4,MORTGAGE,6395.48,EDUCATION,14.6,0.24,12.0,511,Yes,0
31.0,female,High School,20699.83,7,RENT,4828.44,EDUCATION,17.24,0.23,4.0,505,Yes,0
42.0,female,High School,35919.69,24,OWN,6246.74,DEBTCONSOLIDATION,17.27,0.17,8.0,521,Yes,0
45.0,female,Bachelor,108725.82,20,MORTGAGE,31481.58,VENTURE,11.17,0.29,18.0,654,No,1
59.0,female,Bachelor,112709.67,27,MORTGAGE,19940.86,MEDICAL,15.85,0.18,16.0,657,Yes,0
43.0,male,Associate,34771.99,13,RENT,7414.45,PERSONAL,14.44,0.21,12.0,564,Yes,0
45.0,male,Associate,36417.74,9,MORTGAGE,13665.34,DEBTCONSOLIDATION,12.33,0.38,17.0,605,Yes,0
45.0,female,Bachelor,62074.95,5,OWN,6569.12,PERSONAL,19.12,0.11,7.0,519,No,0
55.0,female,Master,284137.54,34,OWN,23697.88,MEDICAL,9.07,0.08,17.0,740,No,1
39.0,female,Associate,32075.39,0,MORTGAGE,5714.13,HOMEIMPROVEMENT,13.79,0.18,12.0,594,Yes,0
49.0,male,Bachelor,133598.17,29,MORTGAGE,35000.0,MEDICAL,15.84,0.26,17.0,628,Yes,0
41.0,male,Master,71860.13,5,RENT,25227.65,PERSONAL,15.49,0.35,10.0,536,Yes,0
59.0,male,Associate,80244.7,33,RENT,30113.11,HOMEIMPROVEMENT,16.19,0.38,17.0,625,Yes,0
62.0,male,High School,72451.03,38,MORTGAGE,20666.34,DEBTCONSOLIDATION,13.99,0.29,13.0,635,Yes,0
46.0,male,Associate,57193.19,26,RENT,28243.24,DEBTCONSOLIDATION,13.29,0.49,15.0,619,No,1
48.0,male,High School,43032.61,29,RENT,16245.89,HOMEIMPROVEMENT,17.19,0.38,8.0,546,Yes,0
43.0,male,High School,33489.38,13,RENT,10432.29,MEDICAL,14.68,0.31,13.0,567,Yes,0
32.0,male,Master,79333.03,8,RENT,24075.71,EDUCATION,17.86,0.3,4.0,571,No,0
45.0,male,Master,105395.64,0,MORTGAGE,35000.0,EDUCATION,16.02,0.33,7.0,561,Yes,0
44.0,female,Bachelor,124833.62,22,MORTGAGE,35000.0,HOMEIMPROVEMENT,15.14,0.28,13.0,637,No,1
42.0,female,Master,133463.99,14,MORTGAGE,35000.0,PERSONAL,10.96,0.26,10.0,650,No,1
43.0,male,Master,46930.89,1,RENT,23681.4,VENTURE,15.0,0.5,12.0,549,Yes,0
49.0,female,Bachelor,41619.63,11,OWN,4585.46,PERSONAL,12.38,0.11,10.0,602,Yes,0
48.0,male,Master,55775.21,26,RENT,20987.1,VENTURE,16.29,0.38,22.0,643,No,0
43.0,female,Master,73036.89,9,MORTGAGE,8810.19,PERSONAL,15.41,0.12,6.0,562,No,0
60.0,female,High School,58357.24,12,MORTGAGE,16176.32,PERSONAL,14.71,0.28,13.0,545,Yes,0
31.0,male,Master,46241.91,3,MORTGAGE,8403.11,HOMEIMPROVEMENT,14.41,0.18,8.0,584,Yes,0
39.0,male,Doctorate,67556.24,3,OWN,11132.25,MEDICAL,11.76,0.16,15.0,664,No,1
53.0,female,High School,55815.75,19,RENT,11178.06,VENTURE,19.48,0.2,10.0,551,No,0
33.0,female,Bachelor,42138.14,4,OWN,16456.07,VENTURE,18.43,0.39,4.0,507,Yes,0
31.0,male,High School,31309.28,8,RENT,3708.34,HOMEIMPROVEMENT,12.53,0.12,7.0,606,No,1
39.0,female,Associate,74408.46,10,OWN,33219.4,DEBTCONSOLIDATION,13.81,0.45,10.0,609,Yes,0
44.0,female,Bachelor,60996.95,17,MORTGAGE,13453.52,PERSONAL,16.37,0.22,9.0,560,Yes,0
41.0,female,High School,26289.63,14,RENT,3203.06,MEDICAL,15.21,0.12,7.0,615,Yes,1
47.0,male,Bachelor,49304.78,1,MORTGAGE,10086.03,MEDICAL,15.21,0.2,20.0,591,Yes,0
32.0,male,Associate,44860.32,0,OTHER,16691.12,EDUCATION,14.8,0.37,4.0,538,Yes,0
39.0,male,High School,116674.19,6,RENT,28065.53,MEDICAL,15.27,0.24,13.0,626,No,0
51.0,female,Bachelor,118179.03,11,OWN,31023.82,PERSONAL,12.62,0.26,22.0,684,No,1
49.0,male,Master,359505.86,14,OWN,35000.0,DEBTCONSOLIDATION,14.26,0.1,8.0,654,Yes,0
40.0,female,High School,22759.49,16,OWN,5338.89,PERSONAL,9.41,0.23,14.0,659,No,0
46.0,female,Associate,105010.55,28,OWN,22962.03,HOMEIMPROVEMENT,12.59,0.22,17.0,698,Yes,1
44.0,male,High School,88988.24,20,RENT,19091.28,PERSONAL,15.02,0.21,14.0,676,No,1
44.0,female,High School,35514.76,9,RENT,14614.17,EDUCATION,16.63,0.41,8.0,536,Yes,0
47.0,female,Associate,33426.46,7,RENT,12994.93,HOMEIMPROVEMENT,14.0,0.39,20.0,618,Yes,0
63.0,female,Associate,67263.09,16,OWN,25810.13,HOMEIMPROVEMENT,9.71,0.38,30.0,733,No,1
63.0,male,Bachelor,46980.22,11,RENT,7709.56,PERSONAL,11.21,0.16,19.0,599,Yes,0
33.0,male,High School,19436.07,8,OTHER,8624.84,EDUCATION,16.85,0.44,6.0,529,No,0
43.0,female,Bachelor,29676.64,17,RENT,5345.74,MEDICAL,13.37,0.18,13.0,619,Yes,0
36.0,female,High School,15267.23,4,RENT,3678.3,HOMEIMPROVEMENT,17.81,0.24,12.0,578,No,0
48.0,female,Master,86575.48,18,MORTGAGE,28851.48,PERSONAL,11.45,0.33,21.0,646,No,0
43.0,male,Associate,58712.73,9,MORTGAGE,13853.96,MEDICAL,15.49,0.24,9.0,584,No,0
55.0,male,High School,24481.24,18,RENT,12038.37,DEBTCONSOLIDATION,16.96,0.49,20.0,551,Yes,0
45.0,male,High School,42476.21,6,MORTGAGE,6149.44,HOMEIMPROVEMENT,16.51,0.14,12.0,564,Yes,0
61.0,female,Bachelor,83879.39,24,RENT,15329.91,PERSONAL,13.46,0.18,15.0,597,Yes,0
64.0,female,Master,74195.55,4,MORTGAGE,26805.94,VENTURE,12.99,0.36,12.0,644,No,0
60.0,male,Bachelor,89352.97,21,MORTGAGE,26156.01,HOMEIMPROVEMENT,14.78,0.29,17.0,628,Yes,0
30.0,male,Associate,43852.64,5,OWN,16283.51,HOMEIMPROVEMENT,15.95,0.37,5.0,549,Yes,0
47.0,male,Bachelor,109290.66,12,RENT,35000.0,VENTURE,13.45,0.32,17.0,672,No,1
42.0,male,High School,57400.63,22,RENT,11129.62,EDUCATION,10.24,0.19,14.0,663,No,1
43.0,male,Bachelor,33522.2,20,OWN,14413.09,DEBTCONSOLIDATION,13.74,0.43,18.0,622,Yes,0
53.0,male,High School,102726.12,20,MORTGAGE,26564.78,MEDICAL,15.47,0.26,20.0,622,No,0
42.0,female,Master,50250.88,22,RENT,10471.83,EDUCATION,15.66,0.21,8.0,561,Yes,0
45.0,male,Master,76429.33,18,OWN,9282.12,MEDICAL,10.4,0.12,15.0,627,No,1
46.0,female,High School,142776.66,18,MORTGAGE,20471.71,DEBTCONSOLIDATION,14.26,0.14,9.0,633,Yes,1
31.0,female,High School,42605.13,6,MORTGAGE,10047.22,MEDICAL,16.94,0.24,4.0,514,Yes,0
41.0,male,Bachelor,33895.86,6,RENT,17226.03,VENTURE,15.69,0.51,16.0,517,Yes,0
56.0,female,Bachelor,65434.14,11,RENT,21449.45,HOMEIMPROVEMENT,18.33,0.33,13.0,539,Yes,0
31.0,male,Bachelor,73954.02,13,MORTGAGE,14430.34,VENTURE,18.35,0.2,6.0,531,No,0
50.0,male,Bachelor,71250.26,22,MORTGAGE,30088.1,HOMEIMPROVEMENT,12.65,0.42,23.0,645,Yes,0
38.0,male,High School,23784.1,1,MORTGAGE,9847.13,EDUCATION,16.82,0.41,11.0,547,Yes,0
42.0,male,Bachelor,26529.82,5,MORTGAGE,7693.66,PERSONAL,17.38,0.29,12.0,510,Yes,0
52.0,female,High School,24380.91,33,RENT,9955.05,HOMEIMPROVEMENT,13.69,0.41,14.0,598,No,1
36.0,female,Bachelor,32948.18,3,RENT,9979.05,VENTURE,17.07,0.3,6.0,602,No,0
42.0,female,Associate,85166.3,13,RENT,16361.13,DEBTCONSOLIDATION,13.04,0.19,16.0,632,Yes,0
33.0,female,Associate,21404.35,5,RENT,8942.79,VENTURE,13.86,0.42,10.0,627,No,1
49.0,female,Master,87820.32,22,MORTGAGE,29020.8,PERSONAL,12.72,0.33,22.0,656,No,0
39.0,female,Associate,96226.88,18,RENT,17879.6,HOMEIMPROVEMENT,14.94,0.19,13.0,617,No,1
34.0,female,Associate,56313.69,7,OTHER,17264.58,EDUCATION,18.51,0.31,8.0,577,Yes,0
45.0,female,Master,118451.37,0,RENT,35000.0,DEBTCONSOLIDATION,15.28,0.3,9.0,655,No,0
33.0,male,Bachelor,37525.18,5,OWN,4444.96,MEDICAL,18.01,0.12,10.0,619,Yes,0
41.0,female,Bachelor,63185.72,0,RENT,10417.97,MEDICAL,16.8,0.16,8.0,589,Yes,0
38.0,male,Master,110917.69,4,MORTGAGE,30547.97,MEDICAL,15.63,0.28,10.0,611,No,1
47.0,male,Bachelor,88521.54,11,MORTGAGE,22818.29,PERSONAL,10.57,0.26,17.0,593,No,0
47.0,female,High School,49506.76,3,OWN,5407.77,MEDICAL,16.75,0.11,20.0,563,Yes,0
39.0,female,High School,16564.24,0,RENT,3513.29,MEDICAL,15.4,0.21,14.0,551,Yes,0
60.0,female,Associate,62219.99,13,RENT,16607.67,DEBTCONSOLIDATION,11.14,0.27,18.0,671,No,1
56.0,male,High School,39106.17,1,OTHER,13532.46,PERSONAL,13.25,0.35,12.0,632,No,0
37.0,male,Associate,36521.37,5,RENT,10825.83,VENTURE,17.0,0.3,9.0,503,No,0
70.0,male,High School,24647.13,6,RENT,8920.5,EDUCATION,10.26,0.36,30.0,691,No,1
52.0,female,High School,49921.03,18,RENT,9659.09,MEDICAL,12.63,0.19,13.0,661,No,1
48.0,female,Associate,31572.57,24,RENT,5799.52,DEBTCONSOLIDATION,17.43,0.18,16.0,652,No,0
48.0,female,High School,35179.95,26,RENT,5807.43,MEDICAL,13.16,0.17,10.0,571,Yes,0
35.0,female,High School,57759.39,11,RENT,27676.96,DEBTCONSOLIDATION,15.21,0.48,11.0,613,No,0
58.0,male,Bachelor,81908.31,3,RENT,13911.13,HOMEIMPROVEMENT,16.18,0.17,22.0,579,No,1
31.0,male,Master,75391.47,1,RENT,11617.92,MEDICAL,17.92,0.15,8.0,520,Yes,0
48.0,female,Bachelor,51859.22,23,MORTGAGE,16197.83,DEBTCONSOLIDATION,12.57,0.31,12.0,687,Yes,0
56.0,male,Master,48405.24,29,MORTGAGE,6010.4,MEDICAL,15.02,0.12,22.0,630,No,1
38.0,female,High School,22220.63,5,MORTGAGE,7166.63,DEBTCONSOLIDATION,15.16,0.32,7.0,505,Yes,0
53.0,male,Bachelor,127278.15,35,RENT,12382.25,MEDICAL,12.69,0.1,16.0,651,Yes,0
46.0,female,Associate,52710.39,18,MORTGAGE,19939.88,DEBTCONSOLIDATION,12.11,0.38,19.0,689,No,1
53.0,female,Associate,43594.89,15,OWN,19731.5,DEBTCONSOLIDATION,17.06,0.45,18.0,653,No,0
55.0,male,Bachelor,70821.47,23,OTHER,31406.86,EDUCATION,13.05,0.44,26.0,643,No,1
62.0,male,Bachelor,64993.54,0,OWN,8729.85,MEDICAL,11.89,0.13,29.0,649,Yes,0
58.0,female,High School,26123.39,30,RENT,9918.58,DEBTCONSOLIDATION,14.95,0.38,21.0,651,No,0
32.0,male,Associate,29853.34,3,OTHER,2476.67,MEDICAL,17.76,0.08,6.0,566,No,0
37.0,female,Bachelor,63754.5,0,RENT,26166.1,VENTURE,15.14,0.41,12.0,597,Yes,0
50.0,female,Bachelor,70766.07,20,RENT,20588.25,PERSONAL,11.66,0.29,20.0,605,No,1
55.0,male,Associate,62799.07,0,RENT,12321.14,MEDICAL,15.06,0.2,19.0,600,No,1
36.0,male,High School,43871.42,0,RENT,12382.37,PERSONAL,16.44,0.28,6.0,507,Yes,0
52.0,male,High School,22302.64,5,MORTGAGE,4129.39,HOMEIMPROVEMENT,15.08,0.19,14.0,608,No,1
59.0,male,Associate,9871.76,40,OTHER,2377.82,DEBTCONSOLIDATION,12.81,0.24,20.0,630,Yes,0
55.0,male,Associate,58008.4,37,MORTGAGE,18249.65,PERSONAL,12.23,0.31,27.0,693,No,1
51.0,male,High School,22346.38,14,MORTGAGE,2159.29,MEDICAL,14.11,0.1,21.0,591,Yes,0
44.0,male,Bachelor,69127.2,9,RENT,25709.14,EDUCATION,10.49,0.37,17.0,635,Yes,0
